"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Constituency","Image","Completion Date","Amount Disbursed ( ₹ )"
"2245","Normal/Others","WS/MP18338/2024-2025/152417-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN RAAVI PAHAD THANDA VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","20000"
"2246","Normal/Others","WS/MP18338/2024-2025/152390-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN BIBINAGAR TOWN","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","150000"
"2247","Normal/Others","WS/MP18338/2024-2025/152389-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN BATTUGUDEM VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","50000"
"2248","Normal/Others","WS/MP18338/2024-2025/152418-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN RUDRAVELLY VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","35000"
"2249","Normal/Others","WS/MP18338/2024-2025/152419-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN VENKIRYAL VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","50000"
"2250","Normal/Others","WS/MP18338/2024-2025/152537-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN MEDI THANDA VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","24596"
"2251","Normal/Others","WS/MP18338/2024-2025/152540-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN P B THANDA VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","24596"
"2252","Normal/Others","WS/MP18338/2024-2025/152541-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN YERRABETTI THANDA VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","20000"
"2253","Normal/Others","WS/MP18338/2024-2025/152551-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN CHINA RAVULAPALLY VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","20-Jan-2025","69043"
"2254","Normal/Others","WS/MP18253/2024-2025/136917-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","CONSTRUCTION OF CONCRETE ROAD FROM CHAKRATIRTHA MAHA SAMSAN BATHING GHAR TO REST SHED","BAPI HALDAR","MATHURAPUR(SC)","Images","20-Jan-2025","418000"
"2255","Normal/Others","WS/MP18152/2024-2025/157862-Street lights","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Installation of Street lights at Navan Mehmuana","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2256","Normal/Others","WS/MP18176/2024-2025/146590-Providing CCTV camera system for security of public areas","Tamil Nadu","DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA)","Providing CCTV camera system for security in Palani Municipality (CCTV Camera Maintanance Control: Deputy Superintentdent of police, Palani)","SACHITHANANTHAM R","DINDIGUL","N/A","21-Jan-2025","4999254"
"2257","Normal/Others","WS/MP761/2024-2025/164511-Construction of community centers and community halls","Telangana","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Construction of Community Hall in Allakonda Munnurukapu Wada","Arvind Dharmapuri","NIZAMABAD","N/A","21-Jan-2025","400000"
"2258","Normal/Others","WS/MP18152/2024-2025/157865-Street lights","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Installation of Street lights at Gram Panchayat Pakka no 4","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2259","Normal/Others","WS/MP18152/2024-2025/137620-Installation of multi-gym equipment","Punjab","MOGA(Deputy Commissioner Moga)","Installation of fixed Indoor gym equipment","SARABJEET SINGH KHALSA","FARIDKOT(SC)","Images","02-Feb-2026","200000"
"2260","Normal/Others","WS/MP18152/2024-2025/141178-Installation of fixed garden gym equipment","Punjab","MOGA(Deputy Commissioner Moga)","Installation of fixed garden gym equipment","SARABJEET SINGH KHALSA","FARIDKOT(SC)","Images","10-Jul-2025","300000"
"2261","Normal/Others","WS/MP716/2024-2025/141394-Purchase of immovable sports equipment","Punjab","SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA)","Football Net & Sports Kit","Smt Harsimrat Kaur Badal","BHATINDA","N/A","10-Feb-2025","149983"
"2262","Normal/Others","WS/MP18152/2024-2025/141176-Installation of fixed garden gym equipment","Punjab","MOGA(Deputy Commissioner Moga)","Installation of fixed garden gym equipment","SARABJEET SINGH KHALSA","FARIDKOT(SC)","Images","07-Jul-2025","300000"
"2263","Normal/Others","WS/MP18152/2024-2025/141175-Installation of fixed garden gym equipment","Punjab","MOGA(Deputy Commissioner Moga)","Installation of fixed garden gym equipment","SARABJEET SINGH KHALSA","FARIDKOT(SC)","Images","07-Jul-2025","300000"
"2264","Normal/Others","WS/MP18152/2024-2025/141174-Installation of fixed garden gym equipment","Punjab","MOGA(Deputy Commissioner Moga)","Installation of fixed garden gym equipment","SARABJEET SINGH KHALSA","FARIDKOT(SC)","Images","08-Jul-2025","300000"
"2265","Normal/Others","WS/MP18152/2024-2025/141182-Installation of fixed garden gym equipment","Punjab","MOGA(Deputy Commissioner Moga)","Installation of fixed garden gym equipment","SARABJEET SINGH KHALSA","FARIDKOT(SC)","Images","07-Jul-2025","300000"
"2266","Normal/Others","WS/MP18152/2024-2025/157823-Purchase of mobile water tankers","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Purchase of Steel mobile water tanker","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2267","Normal/Others","WS/MP18152/2024-2025/157824-Purchase of mobile water tankers","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Purchase of Steel mobile water tanker","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2268","Normal/Others","WS/MP18152/2024-2025/157826-Purchase of mobile water tankers","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Purchase of Steel mobile water tanker","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2269","Normal/Others","WS/MP18152/2024-2025/157828-Purchase of mobile water tankers","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Purchase of Steel mobile water tanker at Gram Panchayat Kothe Pakka No 1","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2270","Normal/Others","WS/MP18152/2024-2025/157881-Street lights","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Installation of Street lights at Shaheed Parminder Singh Nagar","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2271","Normal/Others","WS/MP18152/2024-2025/157848-Street lights","Punjab","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","Installation of Street lights","SARABJEET SINGH KHALSA","FARIDKOT(SC)","N/A","07-Apr-2025","200000"
"2272","Normal/Others","WS/MP18338/2024-2025/152517-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN ANTHAMMAGUDEM VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","21-Jan-2025","99855"
"2273","Normal/Others","WS/MP18338/2024-2025/152536-Street lights","Telangana","YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA)","PROVIDING OF STREET LIGHTS IN SAI NAGAR VILLAGE","CHAMALA KIRAN KUMAR REDDY","BHONGIR","N/A","21-Jan-2025","47364"
"2274","Normal/Others","WS/MP485/2024-2025/137232-Street lights","West Bengal","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Installation of Solar High Mast Light at Kotrakhali Bazar  Under Chunakhali GP","Pratima Mondal","JOYNAGAR(SC)","Images","21-Jan-2025","194344"
"2275","Normal/Others","WS/MP18031/2024-2025/143530-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction five lacs for every school.","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2276","Normal/Others","WS/MP465/2024-2025/137492-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA)","??????? ??????? ??? ?? ????? ???? 8 ??? ????? ??????? ?? ?? ?? ???? ?? ?? ?? ?????????? ?????","Swami Sachchidanandhari Sakshi ji Maharaj","UNNAO","Images","16-Jan-2026","334804"
"2277","Normal/Others","WS/MP18031/2024-2025/143529-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction five lacs for every school.","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2278","Normal/Others","WS/MP18031/2024-2025/143528-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction five lacs for every school.","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2279","Normal/Others","WS/MP18031/2024-2025/143566-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2280","Normal/Others","WS/MP18031/2024-2025/143565-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2281","Normal/Others","WS/MP18309/2024-2025/157109-Construction of footpaths and pedestrian ways","Meghalaya","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","Construction of footpath (earth work)","SALENG A SANGMA","TURA","Images","23-Apr-2026","200000"
"2282","Normal/Others","WS/MP18031/2024-2025/143564-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2283","Normal/Others","WS/MP18031/2024-2025/143563-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2284","Normal/Others","WS/MP18309/2024-2025/157113-Construction of footpaths and pedestrian ways","Meghalaya","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","Construction of footpath (earth work)","SALENG A SANGMA","TURA","Images","19-Feb-2026","200000"
"2285","Normal/Others","WS/MP858/2024-2025/143989-Street lights","West Bengal","BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA)","Installation 2 no of highmast street light under chandidas nanoor gp.Executing Agency will be EO NANOOR PANCHAYAT SAMITY.","Asit Kumar Mal","BOLPUR(SC)","Images","22-Jan-2025","578914"
"2286","Normal/Others","WS/MP18031/2024-2025/143571-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","N/A","22-Jan-2025","499385"
"2287","Normal/Others","WS/MP18031/2024-2025/143574-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2288","Normal/Others","WS/MP761/2024-2025/167288-Construction of boundary walls of existing public and community buildings","Telangana","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Construction of Boundary wall to Goshala near Ekachakreshwara Mandir","Arvind Dharmapuri","NIZAMABAD","N/A","22-Jan-2025","400000"
"2289","Normal/Others","WS/MP18031/2024-2025/143573-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2290","Normal/Others","WS/MP18031/2024-2025/143572-Purchase of books and periodicals for libraries/digitization of library books","Bihar","GAYA(DISTRICT PLANNING OFFICER GAYA_IDA)","purchase of books for school library. sanction of five lacs for every school","ABHAY KUMAR SINHA","AURANGABAD_BR","Images","22-Jan-2025","499385"
"2291","Normal/Others","WS/MP858/2024-2025/152246-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA)","CONSTRUCTION OF CC ROAD FROM SHYAMA THANDAR HOUSE TO GUTUNI PAR, UNDER BARA SAOTA GP ,EXECUTING AGENCY WILL BE E.O. NANOOR PANCHAYET SAMITY.","Asit Kumar Mal","BOLPUR(SC)","Images","22-Jan-2025","498230"
"2292","Normal/Others","WS/MP18158/2024-2025/141824-Construction of toilet blocks","Punjab","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Construction of one toilet in Govt Middle School Fatehpur","DR DHARAMVIRA GANDHI","PATIALA","Images","27-Jan-2026","80000"
"2293","Normal/Others","WS/MP797/2024-2025/149463-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near Saruth Pachhaya Main Bazaar intersection under Aliganj assembly of my parliamentary constituency Farrukhabad in consultation with Pinku. 9536774407","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2294","Normal/Others","WS/MP797/2024-2025/149464-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","?-	Installation of an eight LED high mast light near Parauli Main Bazaar intersection in consultation with Deepak Rajput under Aliganj assembly of my parliamentary constituency Farrukhabad. 9536170267","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2295","Normal/Others","WS/MP797/2024-2025/149469-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near village Nagla Simra Tirahe in consultation with Mohit Kumar under Aliganj assembly of my parliamentary constituency Farrukhabad. 9634544087","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2296","Normal/Others","WS/MP797/2024-2025/149468-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near Agaunapur Tiraha in consultation with Bisesh Shakya under Aliganj assembly of my parliamentary constituency Farrukhabad. 7017705364","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2297","Normal/Others","WS/MP797/2024-2025/149467-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near Angaraiya Tirahe in consultation with Vipin Rajput under Aliganj assembly of my parliamentary constituency Farrukhabad. 9458678390","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2298","Normal/Others","WS/MP797/2024-2025/149466-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of a high mast light with eight LEDs near Fagnaul Main Bazaar intersection under Aliganj assembly of my parliamentary constituency Farrukhabad in consultation with Satyapal. 8650588909","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2299","Normal/Others","WS/MP18357/2024-2025/161989-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","ASHOKNAGAR(DISTRICT COLLECTOR ASHOKNAGAR_IDA)","Construction of CC Road","JYOTIRADITYA M. SCINDIA","GUNA","Images","31-Oct-2025","999722"
"2300","Normal/Others","WS/MP797/2024-2025/149465-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of a high mast light with eight LEDs near Dhumri Main Bazaar intersection under Aliganj assembly of my parliamentary constituency Farrukhabad in consultation with Vinod Kumar. 6398780065","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2301","Normal/Others","WS/MP797/2024-2025/149470-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near Hanuman ji temple in Aghat in consultation with Shivrathan Lala under Aliganj assembly of my parliamentary constituency Farrukhabad. 9058567518","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2302","Normal/Others","WS/MP797/2024-2025/149472-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near Hanuman ji temple in village Bilsad in consultation with Vijay Singh under Aliganj assembly of my parliamentary constituency Farrukhabad. 8923289123","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2303","Normal/Others","WS/MP797/2024-2025/149471-Street lights","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Installation of an eight LED high mast light near Amroli Tirahe in consultation with Rajveer Sharma under Aliganj assembly of my parliamentary constituency Farrukhabad. 7017905364","Mukesh Rajput","FARRUKHABAD","N/A","13-May-2025","509926"
"2304","Normal/Others","WS/MP18108/2024-2025/163484-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","Gram Panchayat Luhari Ke Hawla Me Hawla Main Road Se Ramraja Ke ghar Ki or C.C.Road Nirman Hetu.","DR. LATA WANKHEDE","SAGAR","N/A","22-Oct-2025","496732"
"2305","Normal/Others","WS/MP18108/2024-2025/162814-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","Gram Panchayat Bhisa Me Lalsingh Ke ghar se Raghwendra Ke Ghar ki or C.C. Road Nirman Karya Hetu.","DR. LATA WANKHEDE","SAGAR","N/A","23-Oct-2025","499484"
"2306","Normal/Others","WS/MP18108/2024-2025/163485-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","SAGAR(DISTRICT COLLECTOR SAGAR_IDA)","Gram Panchayat Gambhiriya Hat Ke gram Pathariya Me Naresh Ke ghar Se Khel Maidan Ki or C.C. Road Nirman Karya Hetu.","DR. LATA WANKHEDE","SAGAR","N/A","23-Oct-2025","498503"
"2307","Normal/Others","WS/MP761/2024-2025/164515-Construction of community centers and community halls","Telangana","NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA)","Construction of Community Hall in Vishwabrahmana Wada","Arvind Dharmapuri","NIZAMABAD","N/A","22-Jan-2025","300000"
