"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"7113","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/256375","SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","08-May-2026","GRAM PANCHAYAT TUVA","Payment Success","449789"
"7114","Rajasthan","Lighting of public spaces","WS/MP18163/2025-2026/264642","DAUSA(DISTRICT COLLECTOR DAUSA_IDA)","MURARI LAL MEENA","DAUSA(ST)","05-May-2026","raju meena","Payment Success","469621"
"7115","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18100/2025-2026/192400","Pandhurna(District Collector Pandhurna_IDA)","BUNTY VIVEK SAHU","CHHINDWARA","12-May-2026","IDRISH MANSOORI","Payment Success","370005"
"7116","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18100/2025-2026/192399","Pandhurna(District Collector Pandhurna_IDA)","BUNTY VIVEK SAHU","CHHINDWARA","12-May-2026","IDRISH MANSOORI","Payment Success","319383"
"7117","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18100/2025-2026/192397","Pandhurna(District Collector Pandhurna_IDA)","BUNTY VIVEK SAHU","CHHINDWARA","14-May-2026","IDRISH MANSOORI","Payment Success","541006"
"7118","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18117/2025-2026/164364","DHULE(DISTRICT COLLECTOR DHULE_IDA)","BACHHAV SHOBHA DINESH","DHULE","01-Jul-2026","GRAMNIDHI GRAMPANCHAYAT WARUD","Payment Success","987710"
"7119","Andhra Pradesh","Street lights","WS/MP405/2026-2027/274460","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","MACHILIPATNAM","30-Jul-2026","Sai Brothers and Co","Payment Success","493665"
"7120","Andhra Pradesh","Street lights","WS/MP405/2026-2027/274464","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","MACHILIPATNAM","24-Jun-2026","Sai Brothers and Co","Payment Success","496275"
"7121","Andhra Pradesh","Street lights","WS/MP405/2026-2027/274555","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","MACHILIPATNAM","08-Jul-2026","Sai Brothers and Co","Payment Success","499874"
"7122","Andhra Pradesh","Street lights","WS/MP405/2026-2027/274564","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","MACHILIPATNAM","02-Jul-2026","Sai Brothers and Co","Payment Success","248385"
"7123","Andhra Pradesh","Street lights","WS/MP405/2026-2027/274566","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","MACHILIPATNAM","02-Jul-2026","Sai Brothers and Co","Payment Success","248385"
"7124","Andhra Pradesh","Street lights","WS/MP405/2026-2027/274459","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Balashowry Vallabbhaneni","MACHILIPATNAM","02-Jul-2026","Sai Brothers and Co","Payment Success","493806"
"7125","Gujarat","Construction of community centers and community halls","WS/MP18320/2025-2026/231615","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","GENIBEN NAGAJI THAKOR","BANASKANTHA","16-May-2026","NARANA GRAM PANCHAYAT","Payment Success","500000"
"7126","Haryana","Installation of multi-gym equipment","WS/MP329/2025-2026/231603","MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA)","Shri  Dharambir Singh","BHIWANI MAHENDRAGARH","05-May-2026","BDPO ATELI NANGAL","Payment Success","70525"
"7127","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18337/2025-2026/156910","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","K RADHAKRISHNAN","ALATHUR(SC)","20-Jun-2026","DHIBIN E S","Payment Success","2010855"
"7128","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18310/2026-2027/200587","Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA)","AVIMANYU SETHI","BHADRAK(SC)","12-May-2026","SATRUGHNA SAHOO","Payment Success","200000"
"7129","Karnataka","Construction of additional rooms and halls in the existing public and community building","WS/MP18082/2026-2027/211805","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","GOVIND MAKTHAPPA KARJOL","CHITRADURGA(SC)","06-Jul-2026","RAMU K","Payment Success","499578"
"7130","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235923","LALITPUR(DISTRICT MAGISTRATE LALITPUR_IDA)","Anurag Sharma","JHANSI","13-May-2026","ARVIND KUMAR","Payment Success","5597"
"7131","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235917","LALITPUR(DISTRICT MAGISTRATE LALITPUR_IDA)","Anurag Sharma","JHANSI","13-May-2026","ARVIND KUMAR","Payment Success","492021"
"7132","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP468/2025-2026/235923","LALITPUR(DISTRICT MAGISTRATE LALITPUR_IDA)","Anurag Sharma","JHANSI","21-May-2026","ARVIND KUMAR","Payment Success","492250"
"7133","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18062/2025-2026/232151","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH","HISAR","20-Aug-2026","The Manoj Pannu Co Op LC Society Ltd","Payment Success","76778"
"7134","Haryana","Construction of boundary walls of existing public and community buildings","WS/MP18062/2025-2026/232151","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH","HISAR","23-Jun-2026","The Manoj Pannu Co Op LC Society Ltd","Payment Success","533957"
"7135","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18326/2025-2026/238326","BOTAD(District collector Botad_IDA)","CHANDUBHAI CHHAGANBHAI SHIHORA","SURENDRANAGAR","06-May-2026","SARPANCHSHREE GRAM PANCHAYAT VEJALKA","Payment Success","299311"
"7136","Jammu And Kashmir","Construction of public irrigation facilities","WS/MP18070/2025-2026/244803","ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA)","MIAN ALTAF AHMAD","ANANTNAG","04-May-2026","ISHFAQ ALI DIN","Payment Success","149595"
"7137","Maharashtra","Construction of community centers and community halls","WS/MP18134/2025-2026/184242","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","BHAUSAHEB RAJARAM WAKCHAURE","SHIRDI(SC)","17-Jun-2026","Kailas Majur STY Ghoyagaon","Payment Success","492854"
"7138","Maharashtra","Construction of common work sheds/ common covered sitting area","WS/MP18134/2025-2026/185004","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","BHAUSAHEB RAJARAM WAKCHAURE","SHIRDI(SC)","17-Jun-2026","Kailas Majur STY Ghoyagaon","Payment Success","493994"
"7139","Maharashtra","Construction of boundary walls of existing public and community buildings","WS/MP18134/2025-2026/178855","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","BHAUSAHEB RAJARAM WAKCHAURE","SHIRDI(SC)","17-Jun-2026","Kailas Majur STY Ghoyagaon","Payment Success","494686"
"7140","Maharashtra","Construction of community centers and community halls","WS/MP18134/2025-2026/180596","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","BHAUSAHEB RAJARAM WAKCHAURE","SHIRDI(SC)","17-Jun-2026","Kailas Majur STY Ghoyagaon","Payment Success","488636"
