"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"4436","Normal/Others","WS/MP071/2024-2025/162675-Construction of community centers and community halls","Assam","Biswanath(Deputy Commissioner Biswanath_IDA)","Construction of Rangamancha at Bengabari Gaon, Baralimara, Behali","Shri Pabitra Margherita (2022-28) (NaN-NaN)","Elected MP","N/A","30-Mar-2026","1499999.44"
"4437","Normal/Others","WS/MP102/2024-2025/156869-Construction of rooms and halls in school and colleges","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Construction of classrooms at first floor for GHS Nellarachal, Ambalavayal Grama Panchayath (ST)","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","1500000"
"4438","Normal/Others","WS/MP18304/2024-2025/157367-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Construction of Links Road and Pathways","Shri Harsh Mahajan (2024-30) (NaN-NaN)","Elected MP","N/A","19-Feb-2026","200000"
"4439","Normal/Others","WS/MP096/2024-2025/145352-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Paattakarambu ST Colony road /pathway, ward No. 07, Amarambalam Panchayat (ST)","Shri Abdul Wahab (2021-27) (NaN-NaN)","Elected MP","Images","03-Apr-2025","482509"
"4440","Normal/Others","WS/MP201/2025-2026/162408-Lighting of public spaces","Uttar Pradesh","DEORIA(DISTRICT MAGISTRATE DEORIA)","installation of 69 semi high mast light as per the list","Smt. Sangeeta Yadav (2022-28) (NaN-NaN)","Elected MP","Images","21-Sep-2025","19044000"
"4441","Normal/Others","WS/MP148/2024-2025/133154-Construction of community centers and community halls","Rajasthan","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Construction of Hall, 4 Rooms, Lobby, Men & Women Toilets & Kitchen in Jat Community Center, Khanori Road Bypass, Near Sirta Road, Munucipal Council (MC) kaithal","Shri Randeep Singh Surjewala (2022-28) (NaN-NaN)","Elected MP","N/A","03-Apr-2025","2185411"
"4442","Normal/Others","WS/MP18286/2024-2025/169582-Construction of public toilets and bathrooms","Maharashtra","PUNE(DISTRICT COLLECTOR PUNE_IDA)","Construction of Common Toilet Block unit at Sahakar Udyan Erandvana Pune New Ward No 36,Old Ward  No  13","Dr. Medha Vishram Kulkarni (2024-30) (NaN-NaN)","Elected MP","Images","04-Apr-2025","990905"
"4443","Normal/Others","WS/MP147/2023-2024/84128-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Construction of CC Road near the temple from CC Road in Baba Ghuisarnath Dham Kumbhapur area.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","03-Apr-2025","1226037"
"4444","Normal/Others","WS/MP147/2024-2025/91222-Street lights","Rajasthan","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Legislative Assembly- Rampur Khas, Tehsil- Lalganj, District- Pratapgarh, to install two pieces of highmask light (height 12.5 meters) in Gram Panchayat- Kumbhapur, Ghuisarnath Dham area under Development Block- Sangipur of Uttar Pradesh.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","03-Apr-2025","962576"
"4445","Normal/Others","WS/MP180/2024-2025/159833-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","18.	GRAM DHIRAJPUR BLOCK MOHAMDABAD ME AALOK SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4446","Normal/Others","WS/MP180/2024-2025/159832-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","17.	GRAM JAITPUR BLOCK MOHAMDABAD ME JODHAN SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4447","Normal/Others","WS/MP180/2024-2025/159831-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","16.	GRAM HARKAMPUR BLOCK MOHAMDABAD ME JUGADI SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4448","Normal/Others","WS/MP180/2024-2025/159834-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","19.	GRAM DUNGARPUR BLOCK MOHAMDABAD ME SHIV MOHAN SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4449","Normal/Others","WS/MP180/2024-2025/159835-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","20.	GRAM KANHEPUR BLOCK MOHAMDABAD ME KULDEEP DUVE KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4450","Normal/Others","WS/MP180/2024-2025/159825-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","10.	GRAM NAGLA SEMAR BLOCK MOHAMDABAD ME RAJVEER KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4451","Normal/Others","WS/MP180/2024-2025/159826-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","11.	GRAM NAGLA DHANA BLOCK MOHAMDABAD ME MUNLESH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4452","Normal/Others","WS/MP180/2024-2025/159827-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","12.	GRAM NANDSA BLOCK MOHAMDABAD ME RAM SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4453","Normal/Others","WS/MP180/2024-2025/159828-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","13.	MOHALLA SHARSTRI NAGAR MOHAMDABAD ME KALLU KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4454","Normal/Others","WS/MP180/2024-2025/159824-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","9.	GRAM SHITUPUR BLOCK MOHAMDABAD ME BRAJBIHARI BATHAM KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4455","Normal/Others","WS/MP180/2024-2025/159845-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","30.	GRAM ISHEPUR BLOCK MOHAMDABAD ME AADITY SINGH J.P.S KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4456","Normal/Others","WS/MP180/2024-2025/159844-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","29.	GRAM BHOJPUR BLOCK MOHAMDABAD ME ARPIT RAJPOOT KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4457","Normal/Others","WS/MP180/2024-2025/159843-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","28.	GRAM SIKANDRAPUR BLOCK MOHAMDABAD ME ROOP SINGH PRADHAN KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4458","Normal/Others","WS/MP180/2024-2025/159846-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","31.	GRAM UMARPUR SULTAN PATTI BLOCK MOHAMDABAD ME DARA SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4459","Normal/Others","WS/MP180/2024-2025/159836-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","21.	GRAM KUBERPUR JUNARDAR BLOCK MOHAMDABAD ME AASHUTOSH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4460","Normal/Others","WS/MP180/2024-2025/159837-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","22.	GRAM DURGPUR BLOCK MOHAMDABAD ME AKHILESH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4461","Normal/Others","WS/MP180/2024-2025/159838-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","23.	GRAM KATINNA MANIKPUR BLOCK MOHAMDABAD ME GUDDU KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4462","Normal/Others","WS/MP180/2024-2025/159839-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","24.	GRAM MADANPUR BLOCK MOHAMDABAD ME RAMLAKHAN SAINI KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4463","Normal/Others","WS/MP180/2024-2025/159840-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","25.	GRAM SALEMPUR BLOCK MOHAMDABAD ME ASHOK AGNIHOTRI KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4464","Normal/Others","WS/MP180/2024-2025/159841-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","26.	GRAM HAMIRPUR BLOCK MOHAMDABAD ME PRABHU DAYAL KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4465","Normal/Others","WS/MP180/2024-2025/159842-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","27.	GRAM NIVKARORI BLOCK MOHAMDABAD ME ARVIND KISHOR KE  PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4466","Normal/Others","WS/MP180/2024-2025/159829-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","14.	GRAN NAGLA TRA BLCOK MOHAMDABAD ME SUNGHAR SINGH KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4467","Normal/Others","WS/MP180/2024-2025/159861-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM SARAH BLOCK RAJEPUR ME KALICHARAN KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4468","Normal/Others","WS/MP180/2024-2025/159830-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","15.	GRAM INDRAPUR BLOCK MOHAMDABAD ME DR. SURAJ KE PARAMASH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4469","Normal/Others","WS/MP180/2024-2025/159860-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM SAWASI BLOCK RAJEPUR ME S.C BASTI ME SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4470","Normal/Others","WS/MP180/2024-2025/159874-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM SAWASI BLOCK RAJEPUR ME DR. BHUDEV KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4471","Normal/Others","WS/MP180/2024-2025/159873-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM SAWASI BLOCK RAJEPUR ME AMIT PANDIT KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4472","Normal/Others","WS/MP180/2024-2025/159871-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM DURJNAPURVA BLCOK RAJEPUR ME PABLIC PLACE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","30-Dec-2025","197454"
"4473","Normal/Others","WS/MP180/2024-2025/159872-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM BHREHPUR BLOCK RAJEPUR ME SARAH SIMA KE PASS LAVKUSH KE TAYOUBEL  KE SAMNE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4474","Normal/Others","WS/MP180/2024-2025/159875-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM TERA AKBARPUR BLOCK RAJEPUR ME BHAGWAN SINGH KE PARAMARSH SE SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4475","Normal/Others","WS/MP180/2024-2025/159862-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM BHREHPUR BLOCK RAJEPUR ME PRAKESH DIVAKAR KE MAKAN KE PASS SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
"4476","Normal/Others","WS/MP180/2024-2025/159863-Lighting of public spaces","Uttar Pradesh","FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA)","GRAM BHAREHPUR BLOCK RAJEPUR JHAGDU KE HATHA KE PASS SEMI HIGH MAST L.E.D LIGHT INPLEMENT AGENCY PROVINCIAL CO-OPERATIVE CONSTRUCTION AND DEVELOPMENT (P.C.C.D) LTD FARRUKHABAD","Dr. K. Laxman (2022-28) (NaN-NaN)","Elected MP","Images","21-Aug-2025","197454"
